selected_skills_count,total_questions,total_correct,accuracy_pct,avg_time_sec,overall_score,math_score,logic_score,aptitude_score,problem_score,target_score
4,20,15,75.0,32.69,76.25,45.0,81.4,85.8,75.3,76.6
4,20,8,40.0,43.66,40.75,22.0,49.4,53.7,39.6,42.6
4,20,12,60.0,32.11,59.75,100.0,34.0,46.8,71.3,60.8
4,20,16,80.0,30.32,81.5,75.0,90.4,84.0,86.25,83.2
4,20,16,80.0,30.44,81.25,72.0,85.8,87.2,82.15,83.0
4,20,14,70.0,35.5,70.0,62.0,80.4,90.1,61.25,71.6
4,20,12,60.0,40.67,58.5,43.0,72.2,77.1,52.15,59.8
4,20,14,70.0,34.71,71.75,58.0,81.8,88.1,66.1,73.0
4,20,13,65.0,40.19,66.25,19.0,74.6,76.5,62.25,68.6
4,20,14,70.0,34.49,72.25,54.0,74.2,88.8,64.35,73.4
4,20,10,50.0,36.61,49.75,15.0,60.8,72.5,46.1,49.8
4,20,13,65.0,32.3,66.0,87.0,48.8,59.0,71.95,68.4
4,20,10,50.0,43.83,51.5,16.0,64.4,59.7,53.95,54.2
4,20,15,75.0,24.8,76.0,56.0,72.6,76.9,85.1,76.4
4,20,15,75.0,37.04,73.25,68.0,81.6,69.2,79.0,74.2
4,20,14,70.0,29.71,71.75,92.0,52.6,67.5,75.0,73.0
4,20,12,60.0,41.12,57.5,48.0,56.4,39.5,75.85,59.0
4,20,15,75.0,36.36,74.75,27.0,95.6,94.9,66.4,75.4
4,20,8,40.0,51.1,42.0,32.0,55.0,56.5,34.5,43.6
4,20,14,70.0,38.39,70.25,51.0,73.2,73.6,69.15,71.8
4,20,14,70.0,26.71,71.75,30.0,76.4,77.6,80.0,73.0
4,20,10,50.0,44.16,50.75,26.0,67.6,72.1,43.45,53.6
4,20,12,60.0,39.89,60.25,53.0,62.8,79.0,50.35,61.2
4,20,15,75.0,35.8,76.0,49.0,89.6,92.6,67.65,76.4
4,20,16,80.0,34.11,79.75,76.0,73.6,87.4,72.1,79.4
4,20,12,60.0,40.79,58.25,44.0,57.4,72.3,51.4,59.6
4,20,9,45.0,46.64,45.25,26.0,54.4,55.0,44.8,46.2
4,20,12,60.0,34.89,60.25,51.0,55.0,74.4,53.9,61.2
4,20,8,40.0,50.99,42.25,31.0,36.4,48.1,36.4,43.8
4,20,9,45.0,49.3,46.0,58.0,51.4,44.3,48.4,46.8
4,20,13,65.0,37.19,66.25,63.0,68.4,58.6,77.05,68.6
4,20,16,80.0,31.0,80.0,47.0,92.6,93.2,78.3,82.0
4,20,10,50.0,48.06,48.75,38.0,44.4,44.4,51.4,49.0
4,20,14,70.0,38.61,69.75,70.0,72.0,78.4,63.5,71.4
4,20,17,85.0,21.65,83.0,100.0,78.2,71.3,100.0,84.4
4,20,12,60.0,42.33,61.5,29.0,57.8,68.5,56.15,62.2
4,20,12,60.0,42.1,62.0,62.0,61.0,68.7,56.4,62.6
4,20,12,60.0,35.0,60.0,69.0,64.8,65.6,62.55,61.0
4,20,14,70.0,31.4,68.0,46.0,66.4,75.8,68.2,70.0
4,20,13,65.0,38.42,63.5,57.0,57.2,77.4,54.95,66.4
4,20,10,50.0,46.49,52.25,64.0,62.0,63.3,45.75,54.8
4,20,15,75.0,27.91,75.75,78.0,62.6,62.2,88.75,76.2
4,20,12,60.0,43.11,59.75,38.0,68.0,68.8,55.7,60.8
4,20,14,70.0,31.62,67.5,33.0,75.0,80.3,66.75,69.6
4,20,14,70.0,26.6,72.0,56.0,85.0,90.0,71.95,73.2
4,20,15,75.0,28.25,75.0,57.0,83.6,76.5,82.9,75.6
4,20,9,45.0,41.52,45.5,32.0,50.2,47.3,51.9,46.4
4,20,17,85.0,29.42,83.5,98.0,81.8,85.1,85.2,84.8
4,20,10,50.0,44.95,49.0,22.0,53.2,31.0,69.5,49.2
4,20,10,50.0,47.5,50.0,15.0,70.4,82.6,31.15,53.0
4,20,8,40.0,47.99,42.25,34.0,51.0,52.4,40.95,43.8
4,20,16,80.0,25.89,80.25,69.0,92.6,88.6,83.5,82.2
4,20,14,70.0,39.4,68.0,48.0,73.2,85.4,56.4,70.0
4,20,10,50.0,44.61,49.75,9.0,76.8,84.4,35.35,49.8
4,20,12,60.0,39.1,62.0,34.0,77.2,67.5,66.95,62.6
4,20,17,85.0,21.54,83.25,92.0,85.6,84.6,92.5,84.6
4,20,12,60.0,43.0,60.0,58.0,58.8,47.9,69.35,61.0
4,20,11,55.0,34.14,55.25,27.0,80.0,74.7,57.8,57.2
4,20,10,50.0,44.5,50.0,29.0,51.2,33.3,68.4,53.0
4,20,13,65.0,36.96,66.75,75.0,68.8,53.6,81.45,69.0
4,20,13,65.0,36.96,66.75,32.0,73.6,62.9,77.05,69.0
4,20,8,40.0,40.33,41.5,21.0,48.6,70.8,31.0,43.2
4,20,13,65.0,37.86,64.75,23.0,92.0,86.8,60.45,67.4
4,20,11,55.0,35.26,52.75,36.0,42.0,53.3,59.95,55.2
4,20,15,75.0,25.48,74.5,59.0,79.2,71.8,88.55,75.2
4,20,11,55.0,46.04,53.25,58.0,64.0,52.9,56.35,55.6
4,20,11,55.0,41.69,56.25,43.0,61.6,74.7,47.6,58.0
4,20,12,60.0,43.9,58.0,84.0,69.6,77.2,45.0,59.4
4,20,11,55.0,34.36,54.75,52.0,50.8,54.5,63.95,56.8
4,20,9,45.0,46.41,45.75,23.0,56.4,61.8,40.85,46.6
4,20,12,60.0,43.67,58.5,38.0,47.4,49.6,63.25,59.8
4,20,11,55.0,37.7,54.0,46.0,57.6,58.8,57.5,56.2
4,20,16,80.0,32.01,77.75,81.0,74.0,78.1,80.3,77.8
4,20,15,75.0,27.69,76.25,92.0,63.8,66.2,86.15,76.6
4,20,15,75.0,36.92,73.5,65.0,66.0,63.4,79.75,74.4
4,20,10,50.0,46.49,52.25,44.0,37.6,63.8,39.3,54.8
4,20,11,55.0,44.46,56.75,80.0,53.2,56.9,54.75,58.4
4,20,15,75.0,24.24,77.25,29.0,97.2,96.1,79.7,77.4
4,20,15,75.0,25.92,73.5,57.0,89.4,83.1,80.95,74.4
4,20,11,55.0,36.35,57.0,78.0,59.4,60.8,59.85,58.6
4,20,17,85.0,31.86,84.75,75.0,85.0,89.4,81.5,85.8
4,20,13,65.0,37.41,65.75,47.0,79.4,77.5,64.95,68.2
4,20,12,60.0,32.67,58.5,28.0,71.6,82.9,53.95,59.8
4,20,15,75.0,25.7,74.0,71.0,77.0,80.3,79.95,74.8
4,20,10,50.0,40.62,47.5,33.0,45.6,55.4,47.25,48.0
4,20,14,70.0,36.29,68.25,67.0,76.0,76.2,68.15,70.2
4,20,13,65.0,41.65,63.0,26.0,85.2,83.8,54.1,66.0
4,20,11,55.0,35.26,52.75,34.0,59.8,48.2,69.05,55.2
4,20,14,70.0,31.17,68.5,42.0,82.4,70.7,77.65,70.4
4,20,14,70.0,29.82,71.5,32.0,87.0,84.9,72.7,72.8
4,20,12,60.0,40.45,59.0,70.0,68.6,60.4,64.15,60.2
4,20,14,70.0,36.06,68.75,88.0,76.2,61.0,80.25,70.6
4,20,16,80.0,31.67,78.5,64.0,100.0,85.0,83.9,78.4
4,20,15,75.0,35.24,77.25,90.0,61.2,77.6,72.0,77.4
4,20,14,70.0,34.94,71.25,59.0,75.0,63.4,83.0,72.6
4,20,16,80.0,23.9,78.0,61.0,89.8,90.4,82.1,78.0
4,20,13,65.0,38.09,64.25,39.0,76.4,76.1,63.2,67.0
4,20,16,80.0,35.12,77.5,82.0,85.2,89.5,69.95,77.6
4,20,15,75.0,33.59,74.25,29.0,91.2,97.0,66.65,75.0
4,20,13,65.0,29.3,66.0,67.0,69.2,85.4,61.45,68.4
4,20,10,50.0,44.5,50.0,30.0,78.2,52.7,60.5,53.0
4,20,13,65.0,31.96,66.75,44.0,65.6,68.7,71.75,69.0
4,20,12,60.0,40.9,58.0,28.0,67.2,82.2,46.5,59.4
4,20,13,65.0,37.75,65.0,64.0,48.6,62.3,66.6,67.6
4,20,12,60.0,35.56,58.75,95.0,50.0,53.8,64.85,60.0
4,20,11,55.0,37.92,53.5,39.0,60.6,74.2,45.6,55.8
4,20,14,70.0,36.06,68.75,61.0,77.6,82.5,64.6,70.6
4,20,11,55.0,35.04,53.25,43.0,74.0,80.5,47.8,55.6
4,20,15,75.0,32.24,77.25,89.0,69.0,78.0,77.9,77.4
4,20,12,60.0,42.66,60.75,61.0,59.4,56.8,63.5,61.6
4,20,17,85.0,27.85,87.0,81.0,92.4,95.8,85.75,87.6
4,20,11,55.0,34.92,53.5,45.0,54.2,67.0,53.3,55.8
4,20,16,80.0,27.01,77.75,92.0,71.0,81.3,78.5,77.8
4,20,13,65.0,31.96,66.75,53.0,75.6,82.3,63.4,69.0
4,20,11,55.0,45.14,55.25,33.0,62.0,59.2,54.85,57.2
4,20,16,80.0,31.0,80.0,42.0,88.2,86.1,82.9,82.0
4,20,12,60.0,39.44,61.25,77.0,46.2,52.3,67.55,62.0
4,20,15,75.0,33.02,75.5,77.0,91.0,78.3,81.55,76.0
4,20,12,60.0,39.55,61.0,50.0,60.8,70.4,57.9,61.8
4,20,16,80.0,34.79,78.25,76.0,84.4,75.8,82.0,78.2
4,20,13,65.0,36.85,67.0,44.0,76.0,86.7,58.75,69.2
4,20,9,45.0,50.42,43.5,69.0,37.6,28.8,52.55,44.8
4,20,14,70.0,37.94,71.25,100.0,47.2,62.6,70.3,72.6
4,20,12,60.0,31.77,60.5,33.0,53.4,64.3,66.55,61.4
4,20,16,80.0,22.32,81.5,100.0,88.8,82.8,91.8,83.2
4,20,10,50.0,45.06,48.75,20.0,74.8,66.1,47.35,49.0
4,20,13,65.0,39.74,67.25,25.0,74.4,76.9,63.2,69.4
4,20,14,70.0,31.51,67.75,82.0,62.8,60.6,77.5,69.8
4,20,11,55.0,34.02,55.5,45.0,58.8,53.2,68.65,57.4
4,20,10,50.0,47.05,51.0,18.0,78.8,73.2,42.4,53.8
4,20,17,85.0,32.76,82.75,62.0,86.8,88.7,79.95,84.2
4,20,11,55.0,42.02,55.5,11.0,66.6,82.2,43.1,57.4
4,20,9,45.0,47.76,42.75,76.0,33.4,17.9,62.6,44.2
4,20,13,65.0,41.42,63.5,88.0,38.0,41.7,72.75,66.4
4,20,11,55.0,46.15,53.0,27.0,77.8,72.8,45.2,55.4
4,20,13,65.0,40.52,65.5,59.0,70.2,73.7,60.55,68.0
4,20,13,65.0,30.42,63.5,41.0,84.2,71.3,73.95,66.4
4,20,16,80.0,21.99,82.25,94.0,88.0,86.1,90.35,83.8
4,20,11,55.0,46.26,52.75,86.0,27.8,32.8,60.35,55.2
4,20,14,70.0,35.16,70.75,67.0,85.0,66.5,82.25,72.2
4,20,12,60.0,40.9,58.0,66.0,55.0,62.1,57.6,59.4
4,20,13,65.0,30.54,63.25,71.0,64.4,62.4,73.95,66.2
4,20,11,55.0,44.46,56.75,60.0,63.0,63.2,53.25,58.4
4,20,14,70.0,38.72,69.5,57.0,72.2,77.6,64.3,71.2
4,20,13,65.0,29.19,66.25,44.0,82.4,89.5,63.15,68.6
4,20,14,70.0,39.4,68.0,58.0,91.2,75.7,68.75,70.0
4,20,11,55.0,41.35,57.0,35.0,66.4,60.8,61.45,58.6
4,20,16,80.0,23.45,79.0,71.0,70.2,72.7,91.85,78.8
4,20,12,60.0,32.9,58.0,71.0,51.4,59.9,64.15,59.4
4,20,12,60.0,40.34,59.25,18.0,78.2,84.4,50.15,60.4
4,20,12,60.0,40.79,58.25,51.0,64.2,66.8,57.4,59.6
4,20,14,70.0,34.6,72.0,63.0,86.8,85.7,69.6,73.2
4,20,17,85.0,29.09,84.25,81.0,96.0,89.8,87.25,85.4
4,20,12,60.0,42.66,60.75,50.0,75.6,65.8,61.3,61.6
4,20,10,50.0,36.72,49.5,39.0,56.4,59.8,53.65,49.6
4,20,13,65.0,30.31,63.75,50.0,71.4,81.9,62.0,66.6
4,20,9,45.0,46.64,45.25,18.0,68.2,64.9,41.1,46.2
4,20,12,60.0,39.21,61.75,82.0,43.6,47.4,71.3,62.4
4,20,12,60.0,32.56,58.75,59.0,55.4,47.8,76.5,60.0
4,20,14,70.0,36.4,68.0,69.0,68.8,82.4,60.75,70.0
4,20,14,70.0,38.05,71.0,39.0,95.2,80.3,71.6,72.4
4,20,11,55.0,34.25,55.0,63.0,62.6,55.4,66.5,57.0
4,20,8,40.0,51.89,40.25,22.0,42.4,38.8,42.7,42.2
4,20,10,50.0,45.51,47.75,16.0,62.6,52.3,53.5,48.2
4,20,10,50.0,43.94,51.25,80.0,33.8,33.4,63.45,54.0
4,20,11,55.0,42.81,53.75,67.0,53.8,61.0,51.5,56.0
4,20,11,55.0,44.8,56.0,47.0,51.0,61.6,50.5,57.8
4,20,15,75.0,25.25,75.0,44.0,84.2,77.4,86.85,75.6
4,20,16,80.0,22.21,81.75,56.0,100.0,91.3,90.25,83.4
4,20,12,60.0,31.55,61.0,14.0,76.0,63.0,75.4,61.8
4,20,16,80.0,31.9,78.0,68.0,89.2,89.6,76.3,78.0
4,20,9,45.0,47.54,43.25,45.0,32.8,49.5,39.3,44.6
4,20,12,60.0,43.22,59.5,61.0,62.6,58.0,61.5,60.6
4,20,13,65.0,40.3,66.0,56.0,60.4,64.7,65.85,68.4
4,20,16,80.0,23.0,80.0,94.0,65.2,81.8,83.9,82.0
4,20,13,65.0,32.86,64.75,87.0,51.6,67.3,64.2,67.4
4,20,10,50.0,46.6,52.0,31.0,66.4,64.5,46.9,54.6
4,20,12,60.0,43.79,58.25,67.0,56.6,67.7,49.95,59.6
4,20,12,60.0,39.1,62.0,40.0,81.4,75.3,61.7,62.6
4,20,15,75.0,27.69,76.25,27.0,86.8,84.6,80.45,76.6
4,20,11,55.0,34.14,55.25,53.0,52.2,63.1,58.25,57.2
4,20,11,55.0,34.59,54.25,33.0,55.8,65.2,56.8,56.4
4,20,13,65.0,37.41,65.75,44.0,80.0,72.0,69.6,68.2
4,20,10,50.0,44.05,51.0,0.0,78.0,63.9,54.25,53.8
4,20,12,60.0,31.55,61.0,45.0,62.6,57.8,74.6,61.8
4,20,14,70.0,38.72,69.5,81.0,66.2,66.4,70.6,71.2
4,20,8,40.0,41.45,39.0,23.0,39.0,60.8,32.3,41.2
4,20,12,60.0,39.1,62.0,35.0,86.4,80.7,59.0,62.6
4,20,12,60.0,33.88,62.5,70.0,58.4,68.0,62.7,65.6
4,20,11,55.0,45.02,55.5,58.0,61.2,84.9,33.65,57.4
4,20,16,80.0,31.45,79.0,35.0,92.4,100.0,71.75,78.8
4,20,10,50.0,43.6,52.0,43.0,52.8,42.2,64.35,54.6
4,20,9,45.0,41.41,45.75,20.0,42.2,58.9,41.3,46.6
4,20,12,60.0,34.33,61.5,20.0,66.0,84.6,52.0,62.2
4,20,12,60.0,40.9,58.0,21.0,80.6,76.8,54.8,59.4
4,20,14,70.0,35.61,69.75,73.0,70.8,54.6,85.95,71.4
4,20,15,75.0,33.02,75.5,82.0,86.2,83.8,75.65,76.0
4,20,10,50.0,36.16,50.75,57.0,45.8,64.7,48.05,53.6
4,20,9,45.0,49.64,45.25,36.0,56.2,53.2,42.35,46.2
4,20,15,75.0,36.81,73.75,44.0,88.0,82.4,72.0,74.6
4,20,12,60.0,34.55,61.0,34.0,72.6,75.7,59.6,61.8
4,20,12,60.0,33.99,62.25,57.0,46.6,52.4,71.9,62.8
4,20,13,65.0,36.74,67.25,44.0,82.2,67.9,75.8,69.4
4,20,15,75.0,34.15,73.0,50.0,77.4,85.1,69.5,74.0
4,20,14,70.0,34.38,72.5,61.0,82.4,73.2,79.15,73.6
4,20,13,65.0,33.76,62.75,59.0,58.2,64.1,66.55,65.8
4,20,12,60.0,40.79,58.25,20.0,81.0,61.8,67.25,59.6
4,20,15,75.0,25.02,75.5,53.0,86.8,89.5,78.4,76.0
4,20,16,80.0,31.0,80.0,76.0,96.0,86.2,83.7,82.0
4,20,9,45.0,38.3,46.0,35.0,55.4,53.3,53.25,46.8
4,20,19,95.0,24.7,94.0,99.0,95.8,90.3,100.0,93.2
4,20,12,60.0,32.79,58.25,36.0,76.2,72.5,62.8,59.6
4,20,12,60.0,31.33,61.5,44.0,59.4,64.5,69.2,62.2
4,20,6,30.0,54.62,27.5,20.0,44.2,45.7,22.0,29.0
4,20,12,60.0,39.33,61.5,37.0,75.4,59.7,71.75,62.2
4,20,12,60.0,33.99,62.25,39.0,72.6,62.1,72.15,62.8
4,20,16,80.0,30.77,80.5,59.0,83.2,89.6,78.85,82.4
4,20,8,40.0,49.0,40.0,38.0,22.2,34.4,43.55,42.0
4,20,15,75.0,28.02,75.5,43.0,85.6,78.1,83.5,76.0
4,20,10,50.0,47.16,50.75,55.0,43.2,34.1,61.7,53.6
4,20,12,60.0,36.01,57.75,18.0,75.8,64.0,65.35,59.2
4,20,12,60.0,32.11,59.75,54.0,70.0,81.2,55.8,60.8
4,20,13,65.0,37.64,65.25,35.0,74.0,73.5,66.3,67.8
4,20,14,70.0,26.6,72.0,100.0,59.8,60.0,87.05,73.2
4,20,14,70.0,35.5,70.0,62.0,76.6,68.3,77.5,71.6
4,20,11,55.0,45.7,54.0,42.0,52.8,61.9,47.85,56.2
4,20,11,55.0,42.59,54.25,12.0,87.0,70.2,56.35,56.4
4,20,18,90.0,18.84,89.25,75.0,95.8,91.8,99.6,89.4
4,20,11,55.0,42.36,54.75,62.0,68.0,57.3,60.15,56.8
4,20,12,60.0,41.12,57.5,10.0,78.8,91.9,41.95,59.0
4,20,12,60.0,43.0,60.0,64.0,58.0,65.4,55.0,61.0
4,20,10,50.0,44.95,49.0,34.0,47.4,32.6,66.15,49.2
4,20,14,70.0,34.71,71.75,61.0,82.6,66.2,83.6,73.0
4,20,15,75.0,36.59,74.25,60.0,81.0,86.0,67.35,75.0
4,20,13,65.0,30.76,62.75,42.0,57.4,71.5,65.1,65.8
4,20,9,45.0,48.85,47.0,24.0,51.2,61.8,37.3,47.6
4,20,15,75.0,33.92,73.5,57.0,69.2,68.5,80.9,74.4
4,20,12,60.0,39.44,61.25,14.0,81.0,84.2,54.35,62.0
4,20,10,50.0,38.38,52.5,10.0,73.2,83.3,41.45,55.0
4,20,14,70.0,37.82,71.5,67.0,65.8,86.9,57.85,72.8
4,20,15,75.0,33.48,74.5,64.0,72.4,72.0,80.3,75.2
4,20,16,80.0,24.88,82.5,77.0,100.0,85.9,90.9,84.0
4,20,9,45.0,47.09,44.25,16.0,48.8,66.1,33.25,45.4
4,20,13,65.0,29.19,66.25,57.0,60.4,57.9,81.6,68.6
4,20,16,80.0,31.23,79.5,61.0,84.0,78.7,86.1,79.2
4,20,9,45.0,38.52,45.5,42.0,45.8,37.4,62.15,46.4
4,20,12,60.0,39.77,60.5,15.0,72.0,66.8,64.45,61.4
4,20,14,70.0,35.27,70.5,88.0,55.8,63.1,75.6,72.0
4,20,13,65.0,37.19,66.25,30.0,88.2,80.0,66.85,68.6
4,20,13,65.0,37.41,65.75,35.0,89.2,81.4,65.05,68.2
4,20,12,60.0,31.1,62.0,67.0,71.0,75.0,64.0,62.6
4,20,16,80.0,31.23,79.5,38.0,98.6,94.2,78.75,79.2
4,20,12,60.0,43.79,58.25,51.0,49.8,65.7,50.25,59.6
4,20,7,35.0,50.46,36.75,13.0,53.4,58.8,28.8,36.4
4,20,10,50.0,45.4,48.0,28.0,61.6,69.3,39.65,48.4
4,20,14,70.0,28.17,68.5,67.0,62.2,48.6,92.6,70.4
4,20,14,70.0,27.61,69.75,35.0,92.8,83.5,76.6,71.4
4,20,12,60.0,33.88,62.5,75.0,65.6,76.4,57.85,65.6
4,20,12,60.0,44.12,57.5,61.0,43.0,60.1,51.25,59.0
4,20,13,65.0,33.65,63.0,38.0,69.0,71.1,65.2,66.0
4,20,11,55.0,37.81,53.75,11.0,72.6,85.8,41.2,56.0
4,20,11,55.0,34.36,54.75,41.0,68.0,85.7,44.4,56.8
4,20,12,60.0,38.88,62.5,62.0,56.6,57.3,69.0,65.6
4,20,12,60.0,42.21,61.75,72.0,46.8,46.3,69.45,62.4
4,20,12,60.0,38.88,62.5,29.0,82.0,89.8,51.55,65.6
4,20,13,65.0,41.54,63.25,59.0,65.0,64.7,62.75,66.2
4,20,15,75.0,28.14,75.25,66.0,88.4,89.2,74.2,75.8
4,20,12,60.0,43.34,59.25,61.0,53.0,53.0,62.4,60.4
4,20,9,45.0,38.08,46.5,48.0,39.6,62.7,41.65,47.2
4,20,13,65.0,37.86,64.75,83.0,67.8,79.3,57.35,67.4
4,20,11,55.0,42.81,53.75,64.0,52.8,56.7,54.75,56.0
4,20,10,50.0,47.27,50.5,22.0,63.8,81.8,30.45,53.4
4,20,14,70.0,26.71,71.75,91.0,70.8,75.4,77.85,73.0
4,20,14,70.0,37.94,71.25,78.0,62.2,70.7,68.9,72.6
4,20,13,65.0,40.52,65.5,32.0,60.0,58.0,71.2,68.0
4,20,13,65.0,30.09,64.25,30.0,80.2,92.1,57.9,67.0
4,20,13,65.0,38.65,63.0,36.0,64.0,61.0,69.9,66.0
4,20,11,55.0,42.59,54.25,28.0,56.2,56.2,58.25,56.4
4,20,12,60.0,30.88,62.5,49.0,64.4,63.0,73.15,65.6
4,20,10,50.0,37.06,48.75,23.0,53.4,56.6,54.8,49.0
4,20,11,55.0,44.91,55.75,28.0,51.2,60.9,51.45,57.6
4,20,11,55.0,41.8,56.0,18.0,76.8,82.4,46.3,57.8
4,20,12,60.0,39.89,60.25,79.0,41.6,48.0,68.05,61.2
4,20,14,70.0,35.27,70.5,49.0,74.0,77.3,70.9,72.0
4,20,12,60.0,41.88,62.5,31.0,63.2,62.5,63.9,65.6
4,20,14,70.0,36.4,68.0,100.0,56.8,70.2,65.9,70.0
4,20,9,45.0,48.96,46.75,57.0,32.4,38.5,48.9,47.4
4,20,13,65.0,36.74,67.25,83.0,70.8,57.1,79.7,69.4
4,20,17,85.0,24.09,84.25,79.0,89.4,86.0,90.5,85.4
4,20,14,70.0,36.06,68.75,50.0,62.2,72.7,68.5,70.6
4,20,12,60.0,43.56,58.75,53.0,53.0,68.4,49.7,60.0
4,20,16,80.0,31.67,78.5,45.0,99.2,91.3,79.4,78.4
4,20,12,60.0,35.56,58.75,66.0,67.6,59.5,66.35,60.0
4,20,12,60.0,30.88,62.5,78.0,58.8,53.4,78.1,65.6
4,20,9,45.0,46.52,45.5,30.0,46.2,71.3,29.8,46.4
4,20,12,60.0,39.89,60.25,50.0,65.2,83.2,47.8,61.2
4,20,14,70.0,31.4,68.0,38.0,84.4,69.8,78.3,70.0
4,20,11,55.0,34.14,55.25,40.0,45.2,52.7,65.05,57.2
4,20,9,45.0,41.3,46.0,47.0,39.0,41.6,53.5,46.8
4,20,15,75.0,33.48,74.5,26.0,96.0,89.5,74.45,75.2
4,20,11,55.0,33.46,56.75,36.0,73.4,83.0,51.35,58.4
4,20,15,75.0,33.81,73.75,57.0,90.4,88.6,71.25,74.6
4,20,10,50.0,46.49,52.25,15.0,73.6,57.4,55.55,54.8
4,20,11,55.0,36.69,56.25,26.0,59.2,71.4,52.2,58.0
4,20,11,55.0,34.25,55.0,31.0,55.0,62.2,60.2,57.0
4,20,15,75.0,32.35,77.0,49.0,81.2,91.6,71.65,77.2
4,20,15,75.0,36.02,75.5,59.0,74.8,66.1,83.4,76.0
4,20,8,40.0,47.88,42.5,0.0,52.4,54.2,41.6,44.0
4,20,10,50.0,36.5,50.0,78.0,26.2,33.1,65.7,53.0
4,20,9,45.0,48.96,46.75,25.0,65.6,57.2,44.55,47.4
4,20,16,80.0,22.32,81.5,81.0,90.4,78.8,96.15,83.2
4,20,16,80.0,31.11,79.75,86.0,73.0,80.6,80.95,79.4
4,20,14,70.0,29.94,71.25,47.0,82.8,82.4,72.55,72.6
4,20,16,80.0,34.9,78.0,98.0,63.6,74.3,76.15,78.0
4,20,10,50.0,47.16,50.75,33.0,58.0,48.3,55.4,53.6
4,20,15,75.0,24.91,75.75,76.0,76.0,96.1,69.65,76.2
4,20,15,75.0,32.69,76.25,73.0,69.6,88.8,68.55,76.6
4,20,15,75.0,24.35,77.0,85.0,70.2,81.4,81.3,77.2
4,20,12,60.0,35.22,59.5,57.0,57.8,54.3,69.25,60.6
4,20,8,40.0,52.0,40.0,15.0,51.6,40.5,43.8,42.0
4,20,14,70.0,28.06,68.75,93.0,65.4,82.9,65.65,70.6
4,20,9,45.0,47.2,44.0,18.0,54.2,63.7,36.2,45.2
4,20,8,40.0,50.88,42.5,37.0,50.4,68.4,24.35,44.0
4,20,6,30.0,55.71,31.75,29.0,34.2,47.1,20.35,32.4
4,20,11,55.0,41.35,57.0,31.0,70.8,79.1,48.3,58.6
4,20,11,55.0,44.35,57.0,37.0,55.6,58.1,56.5,58.6
4,20,15,75.0,34.15,73.0,37.0,97.6,88.3,73.1,74.0
4,20,15,75.0,35.35,77.0,78.0,74.4,82.9,71.55,77.2
4,20,16,80.0,34.45,79.0,38.0,87.6,87.4,76.3,78.8
4,20,16,80.0,34.79,78.25,38.0,89.6,90.1,73.55,78.2
4,20,11,55.0,42.59,54.25,45.0,52.6,52.1,59.85,56.4
4,20,13,65.0,40.97,64.5,45.0,64.6,72.4,59.0,67.2
4,20,10,50.0,36.05,51.0,58.0,48.4,55.1,56.75,54.0
4,20,14,70.0,26.82,71.5,69.0,63.8,77.6,74.6,74.4
4,20,12,60.0,31.38,61.38,66.0,52.2,54.65,73.97,56.2
4,20,11,55.0,42.81,53.75,28.0,73.6,67.2,53.6,58.8
4,20,14,70.0,26.94,71.25,100.0,49.4,65.2,78.85,72.6
4,20,12,60.0,43.45,59.0,31.0,61.2,64.9,56.0,60.2
4,20,13,65.0,40.64,65.25,36.0,83.8,71.8,66.35,67.8
4,20,8,40.0,47.99,42.25,16.0,49.6,42.7,48.95,43.8
4,20,12,60.0,33.12,57.5,98.0,43.0,47.3,70.0,59.0
4,20,12,60.0,43.22,59.5,27.0,62.4,48.8,70.05,60.6
4,20,9,45.0,46.64,45.25,9.0,54.8,59.8,41.75,46.2
4,20,13,65.0,40.64,65.25,30.0,79.4,83.7,55.9,67.8
4,20,14,70.0,35.84,69.25,69.0,62.4,63.2,76.15,71.0
4,20,13,65.0,37.41,65.75,35.0,75.4,62.0,76.6,68.2
4,20,16,80.0,30.32,81.5,61.0,98.2,88.3,85.55,83.2
4,20,16,80.0,26.0,80.0,68.0,73.4,70.7,92.0,82.0
4,20,13,65.0,41.54,63.25,83.0,54.8,47.3,72.8,66.2
4,20,14,70.0,35.05,71.0,57.0,92.4,83.8,71.35,72.4
4,20,13,65.0,30.31,63.75,39.0,77.8,80.4,65.4,66.6
4,20,14,70.0,38.61,69.75,29.0,93.4,80.6,69.3,71.4
4,20,15,75.0,32.69,76.25,83.0,85.6,80.6,79.15,76.6
4,20,9,45.0,49.52,45.5,13.0,63.6,54.0,45.05,46.4
4,20,11,55.0,45.59,54.25,51.0,50.6,60.3,48.55,56.4
4,20,14,70.0,35.61,69.75,68.0,76.0,69.2,76.0,71.4
4,20,13,65.0,29.41,65.75,56.0,66.8,73.2,70.5,68.2
4,20,15,75.0,32.91,75.75,57.0,80.6,85.6,74.0,76.2
4,20,16,80.0,31.79,78.25,30.0,96.4,95.9,75.15,78.2
4,20,10,50.0,36.61,49.75,54.0,46.4,52.9,56.15,49.8
4,20,11,55.0,33.46,56.75,44.0,60.8,72.2,56.1,58.4
4,20,10,50.0,47.39,50.25,33.0,69.8,66.9,43.15,53.2
4,20,15,75.0,34.04,73.25,84.0,62.0,68.9,77.15,74.2
4,20,16,80.0,23.79,78.25,79.0,74.8,71.9,92.3,78.2
4,20,11,55.0,45.92,53.5,53.0,58.4,38.5,66.8,55.8
4,20,13,65.0,32.75,65.0,29.0,78.2,72.7,69.95,67.6
